name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Токарь-расточник,"<p><strong><em>ВаХтА!!! г.Чебоксары. Ставка 350 руб. ДЕНЬ/ 420 руб. НОЧЬ</em></strong></p> <p><em><strong>По всем вопросам звоните по указанному телефону,либо пишите на WhatsApp,Viber,Telegram</strong></em></p> <p><strong><em>Обязанности:</em></strong></p> <ul> <li>расточные станки<br /><strong><em>Требования:</em></strong></li> </ul> <ul> <li>Разряд 5-6 по ТК</li> <li>стаж не менее 5 лет</li> </ul> <p><strong><em>Условия:</em></strong></p> <ul> <li>Вахта 60/30( 52 смены)</li> <li>6/1-вск выходной</li> <li>проживание бесплатное в благоустроенных квартирах(для иногородних)</li> <li>оплата часовая</li> <li>Спец одежда выдается</li> <li>покупка билетов на вахту и с вахты обратно домой</li> <li>официальное трудоустройство по ТК, прямой работодатель.</li> <li>Заработная плата,на карту банка ,внеплановые выплаты.</li> </ul>","Работа в команде
Телефонные переговоры
Грамотность
Точность и внимательность к деталям
токарь-расточник
токарно-расточной станок
вахта
вахтовый метод
чувашия
чебоксары работа
токарь",between3And6,False,Группа компаний Система,100000.0,115000.0,False,RUR,Чебоксары,2022-04-29T10:06:57+0300
PHP-программист junior,"<p><strong>Обязанности:</strong></p> <ul> <li>Рефакторинг и оптимизация существующего кода</li> <li> <p>Помогать реализовывать программную интеграцию проектов компании;</p> </li> <li> <p>Работать с бэкендом;</p> </li> <li> <p>Поддержание и улучшение работающих мини - сервисов</p> </li> <li> <p>Работа над несколькими проектами разных масштабов</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Опыт в php от 1 года</p> </li> <li> <p>Опыт в SQL запросах, нет проблем с тем, чтобы написать запрос с несколькими JOIN и группировкой</p> </li> <li> <p>Способность написать простой js скрипт или ajax запрос</p> </li> <li> <p>Опыт работы с Symfony как преимущество</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>5/2 с плавающими часами</p> </li> <li> <p>Выплата зарплаты каждую неделю</p> </li> <li> <p>Работа над интересными задачами и постоянный рост квалификации.</p> </li> </ul>","PHP
Microsoft Access
JS
Оптимизация запросов
Оптимизация кода",between1And3,False,Гаврилов Виталий Сергеевич,350.0,450.0,False,USD,Самара,2022-05-01T20:47:25+0300
Руководитель интернет-проекта/Руководитель интернет-платформы (удаленно),"<p>Руководитель интернет-проекта/Руководитель крупной интернет-платформы (удаленно)</p> <p>У вас уже есть<strong> опыт руководства крупной интернет-платформой</strong> и при этом у вас были крутые результаты роста проекта, которые вы <strong>сможете доказать</strong>?</p> <p>Вы давно в интернет-маркетинге и сами когда-то прошли путь в должности маркетолога, где <strong>собственноручно научились всему</strong>?</p> <p>Вы легко работаете с <strong>большим объемом информации</strong>?</p> <p>Если вы узнали себя, то мы будем рады видеть вас в должности <strong>Руководителя проекта «Всё сдал!» </strong></p> <p><strong>«Всё сдал!» </strong>— безопасный онлайн-сервис помощи студентам. Здесь заказчики напрямую обращаются за помощью к экспертам, а сайт предоставляет гарантию на оказанные услуги.<br /><br /><strong>Откликайтесь, если вы:</strong></p> <ul> <li> <p>имеете опыт в <strong>интернет-маркетинге более 3 лет</strong>;</p> </li> <li> <p>имеете <strong>опыт работы руководителем крупного интернет-проекта/платформы</strong> (с тысячами пользователей например) <strong>более 2 лет</strong>;</p> </li> <li> <p>фокусируете свое <strong>внимание на рост проекта и прибыли</strong>, при этом умеете <strong>поддерживать и мотивировать команду на результат</strong>;</p> </li> <li> <p>разделяете наш подход, основанный на <strong>бирюзовых принципах управления</strong>.</p> </li> </ul> <p><strong>Все вышеперечисленное — для нас это важно при отборе кандидатов. </strong></p> <p>У вас будет большой поток разноплановых задач и объема информации. Вам предстоит работать как своим умом, так и умами крутых маркетологов, IT-специалистов, менеджеров поддержки и Арбитража, координатора, аналитика, дизайнеров, смм и т.д.</p> <p><strong>ГЛАВНОЕ — это показывать результат в виде постоянного роста прибыли от проекта.</strong></p> <p><strong>Чем нужно будет заниматься:</strong></p> <ul> <li> <p>стратегическим планированием и генерацией идей для интенсивного роста показателей прибыли проекта;</p> </li> <li> <p>контролем всех процессов происходящих в проекте (продажи, сервис, маркетинг, партнеры) и повышением их эффективности;</p> </li> <li> <p>проведением проектных встреч, контролем мотивации и атмосферы команды;</p> </li> <li> <p>контролем и влиянием на расходную и доходную часть проекта.</p> </li> </ul> <p><strong>Почему вам понравится работать с нами:</strong></p> <ol> <li> <p>Удаленная работа из своей уютной квартиры или любого другого места, где есть доступ в Интернет.</p> </li> <li> <p>Мы плотно взаимодействуем и общаемся внутри команды. У нас есть оффлайн Книжный клуб каждые полгода в новом городе, онлайн-корпоративы, созвоны в виртуальном-кафе.</p> </li> <li> <p>Обучение и развитие за счет компании (посещение конференций, семинаров, онлайн и оффлайн обучение) уже после прохождения испытательного срока.</p> </li> <li> <p>40-ка часовая рабочая неделя со свободным распределением рабочего времени.</p> </li> <li> <p>Официальное трудоустройство со всеми соц.гарантиями. Не подработка, не фриланс, не совмещение.</p> </li> <li> <p>Заработная плата: фиксированный оклад на испытательный срок, далее - оклад + премия.</p> </li> </ol> <p><strong>Мы тщательно подбираем единомышленников в команду и мы уверены, что «наш» кандидат успешно пройдет все испытания!</strong></p> <p><strong>Что вас будет ждать дальше?</strong></p> <ol> <li> <p>HR-менеджер отправит вам анкету, а после ее заполнения, HR согласует с вами дату и время проведения скайп-интервью.</p> </li> <li> <p>Прохождение скайп-интервью (15-30 минут).</p> </li> <li> <p>Выполнение небольшого практического задания.</p> </li> <li> <p>Прохождение тестов на личностные качества (60 минут).</p> </li> <li> <p>Скайп-знакомство с будущим руководителем (в среднем 15-30 минут).</p> </li> </ol> <p><strong>Мы ищем вас, наш будущий коллега! Присоединяйтесь к «Профиланс Групп» — это будет интересно и динамично!</strong></p>","Руководство коллективом
Развитие продаж
Мотивация
Ориентация на результат
Управление командой
Internet Marketing
Работа с большим объемом информации",between3And6,False,Profilance Group (ИП Страмоусов Марк Петрович),120000.0,150000.0,False,RUR,Москва,2022-05-05T08:21:54+0300
Администратор,"<p><strong>Компания &quot;ПРЕМИУМ&quot; </strong>- первое агентство, созданное в 2013 году, специализирующееся на продаже только загородной недвижимости в г. Иркутске и Иркутском районе.</p> <p>На текущий момент мы пользуемся спросом и уважением своих клиентов! Нам доверяют! Все это складывается благодаря качественному сервису и внимательности наших агентов к клиентам.</p> <p>Мы хотим становится лучше с каждым днем, и считаем, что все процессы в компании должны быть четко организованы. В настоящее время в компании открыта вакансия администратора-специалиста отдела качества.</p> <p>Мы ищем ответственного человека, с позитивным взглядом на жизнь, который станет частью нашей дружной команды!</p> <p><strong>В Ваши обязанности будет входить:</strong></p> <ul> <li>ведение статистики (внесение данных в таблицы);</li> <li>работа с CRM-системой (проверка актуальности данных, направление запросов в техподдержку, перевод объектов);</li> <li>звонки клиентам по вопросам качества оказанных услуг;</li> <li>проверка корректности объявлений на рекламных площадках;</li> </ul> <p><strong>В кандидате мы хотим видеть:</strong></p> <ul> <li>ответственный подход к работе;</li> <li>коммуникабельность;</li> <li>исполнительность;</li> <li>аналитические способности;</li> <li>стрессоустойчивость;</li> <li>быстрая обучаемость;</li> <li>знание ПК.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>фиксированный оклад;</li> <li>график 5/2, возможность работать 4-6 часов в день (обсуждается на собеседовании);</li> <li>возможность учиться и расти профессионально;</li> <li>уютный офис в центре города, с видом на Ангару;</li> <li>опыт в недвижимости не требуется;</li> <li>дружный молодой коллектив;</li> </ul> <p>Мы будем рады познакомиться с Вами на собеседовании!</p>","Поиск и привлечение клиентов
Деловое общение
Пользователь ПК
Навыки продаж
CRM
Навыки делового общения
Грамотная устная и письменная речь
Ведение клиентской базы
Холодные звонки
Загородная недвижимость
Организация встреч
Работа в команде
Ведение переговоров
Деловая переписка
Телефонные переговоры
Работа с оргтехникой
Умение работать в команде
Деловая коммуникация
аналитика
Умение слушать
Статистика",noExperience,False,ПРЕМИУМ,25000.0,30000.0,False,RUR,Иркутск,2022-05-05T09:09:08+0300
Консультант 1C,"<p>Международная производственная компания ищет Ведущего консультанта 1С.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Проведение интервью с ключевыми пользователями,<br />разработка функционального дизайна;</li> <li>Разработка технических заданий;</li> <li>Постановка задач программистам;</li> <li>Тестирование разработанного функционала;</li> <li>Сдача работ заказчику;</li> <li>Обучение и сопровождение пользователей.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Сбор требований, формализация полученных<br />требований, подготовка проектных документов;</li> <li>Навыки моделирования и описания бизнес-процессов в<br />различных нотациях;</li> <li>Понимание принципов работы платформы 1С;</li> <li>Наличие сертификатов 1С:Профессионал,<br />1С:Специалист-консультант будет преимуществом</li> <li>Хорошие знание 1С:ERP или 1С:УХ в одной из областей:<br />регламентированный учет, управленческий учет, продажи, закупки, казначейство. Навыки написания функционального дизайна,<br />технических заданий на основе 1С:ERP или 1С:УХ</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Оформление в соответствии с ТК РФ;</li> <li>Возможность профессионального роста;</li> <li>Корпоративные скидки для сотрудников;</li> <li>График работы 5/2, с 10.00 до 18.30;</li> <li>Комфортабельный офис м. Савеловская (5-7 мин пешком). Удаленная работа после ИС.</li> </ul>","Разработка технических заданий
Постановка задач разработчикам
Моделирование бизнес процессов
ERP-системы на базе 1С
1С УХ",moreThan6,False,Selecty,200000.0,250000.0,True,RUR,Москва,2022-05-11T15:35:00+0300
Руководитель отдела франчайзинга,"<p>&quot;Учебный центр&quot; &quot;Развитие&quot;, входит в Группу компаний &quot;ЛОД&quot; (Лига образовательного движения).</p> <p>Лига образовательного движения — это уникальный современный проект, созданный с целью содействия развития образовательного потенциала широких масс населения.</p> <p>Миссия компании быть надежной опорой для наших партнеров, обеспечивая правовую и профессиональную поддержку высокого уровня. Мы нацелены сделать рынок дополнительного образования доступным и законным. На данный момент у нас уже более 1100 партнеров по все России и с каждым месяцем их становится больше.</p> <p>Мы запустили новый современный проект - «Школа Красоты Версаль».</p> <p>Это современный образовательный продукт, который поможет повысить качество образования специалистов занятый в сфере красоты и здоровья.</p> <p>Для быстрого и качественного развития сети руководством нашей компании было принято решение о масштабировании через франчайзинговую сеть.</p> <p>Способ экспансии регионов выбран не стандартный!</p> <p>Всех заинтересовавшихся ожидаем на собеседовании. Лучшему предложим максимально интересные условия.</p> <p><strong>Обязанности:</strong></p> <ul> <li><strong>Упаковка франшизы – подготовка:</strong><br />- мастер-кит (коммерческое предложение);<br />- скрипт продавца;<br />- подготовка FAQ (часто задаваемых вопросов).</li> <li><strong>Продажа франшизы:</strong><br />- телефонные переговоры;<br />- отсылка КП (мастер – кит);<br />- проведение зум-презентаций;<br />- работа с возражениями;<br />- закрытие сделки;<br />- подписание договоров;<br />- выставление счетов;<br />- контроль оплат.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы в области развития франчайзинга федерального масштаба от 1-го года – будет вашим преимуществом;</li> <li>Опыт личных продаж;</li> <li>Опыт управленческой деятельности;</li> <li>Активная жизненная позиция и нацеленность на результат;</li> <li>Грамотно поставленная речь, знание делового этикета;</li> <li>Опыт ведения переговоров.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График работы: 5/2 с 09:00 до 18:00 (сб, вс – выходной);</li> <li>Высокий уровень з/п: оклад + KPI;</li> <li>Комфортабельный офис (метро близко);</li> <li>Оформление по ТК РФ.</li> </ul>","Ведение переговоров
Грамотная речь
Телефонные переговоры
Деловая переписка
Деловое общение
Проведение презентаций
Ориентация на результат
Деловая коммуникация
Стратегическое мышление
Анализ бизнес показателей",between1And3,False,Учебный Центр Развитие,45000.0,110000.0,False,RUR,Санкт-Петербург,2022-05-11T16:41:29+0300
Менеджер по клинингу,"<strong>Обязанности:</strong> <ul> <li>Обучение и вывод работников на объекты.</li> <li>Контроль и организация работы персонала на объектах.</li> <li>Взаимодействие с Заказчиком по вопросам качества предоставляемых услуг, решение конфликтных ситуаций.</li> <li>Ведение табеля рабочего времени работников.</li> <li>Предоставление отчетности вышестоящему руководителю.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы в клининге приветствуется.</li> <li>Опыт руководства людьми.</li> <li>Грамотная речь.</li> <li>Желание работать и развиваться.</li> </ul> <strong>Условия:</strong> <p> </p> <ul> <li>График работы 5/2 с 09:00 до 18:00.</li> <li>Корпоративная мобильная связь.</li> <li>Оплата проезда.</li> </ul>","Грамотная речь
Мобильность
Работа в команде
Организаторские навыки
Управление персоналом
Коммуникабельность
Инициативность",between1And3,False,ВладПромКлининг,45000.0,50000.0,True,RUR,Владимир,2022-05-25T11:08:47+0300
Frontend-разработчик (HTML-верстальщик / Веб-разработчик),"<p><strong>Есть опыт в адаптивной вёрстке сайтов </strong><strong>HTML5 / CSS3</strong><strong>? Знаком с</strong><strong> JS / JQuery / React? </strong></p> <p>Приглашаем в команду INTRID. Мы 17 лет успешно работаем и развиваемся на рынке веб-разработок. В портфолио 280+ реализованных проектов: от сайтов-визиток до тендерных порталов и банковских систем управления кредитами. Лидеры в регионе по разработке интернет-магазинов!</p> <p>Работая и развиваясь в нашей команде,<strong> ты будешь полноценным участником и компаньоном </strong>с возможностью предлагать и реализовывать свои идеи и проекты.</p> <p>Первые недели под руководством опытного наставника, чтобы легко прошёл процесс адаптации к нюансам нашей работы и профессии.</p> <p><strong>Обязательные требования:</strong></p> <ul> <li>Опыт работы в сфере веб-разработки (вёрстка сайтов, front-end) не менее года</li> <li>Уверенные знания HTML5, CSS3, Bootstrap, Jquery, JavaScript</li> <li>Отличные навыки адаптивной кроссплатформенной верстки</li> <li>Понимание базовых принципов ООП и их реализация в JavaScript</li> </ul> <p><strong>Желательные требования:</strong></p> <ul> <li>Английский язык на уровне чтения и понимания технической документации</li> <li>Знания и опыт в использовании AngularJS / React / Vuje</li> <li>Познания в PHP, MySQL, основ функционирования веб-сервера</li> <li>Опыт работы с фреймворком Yii 2.0</li> <li>Знание WordPress, Bitrix.</li> </ul> <p><br /><strong>Обязанности:</strong></p> <ul> <li>Качественная адаптивная вёрстка новых сайтов по готовым макетам</li> <li>Поддержка и модернизация существующих клиентских сайтов</li> <li>Создание пользовательской части высоконагруженных проектов и CRM</li> <li>Работа над нестандартными и интересными задачами</li> <li>Предложение и реализация идей по улучшению и оптимизации работы веб-студии.</li> </ul> <p><br /><strong>Условия:</strong></p> <ul> <li>Обучение и профессиональный рост за счёт компании</li> <li>Участие в профильных конференциях и митапах, а также тимбилдинговых акциях за счёт компании</li> <li>Работа над интересными проектами и задачами, следовательно, планомерный профессиональный рост и развитие, что влечёт увеличение уровня дохода</li> <li>Минимальный размер заработной платы (оклад) 40 000 руб.</li> <li>Совокупный доход с учетом ежемесячных премий от 50 000 до 70 000 руб. (в зависимости от количества, сложности и качества реализованных новых проектов)</li> <li>Комфортный офис прямо в центре Воронежа с парковкой и благоустроенной территорией</li> <li>Оборудованный офис, мощный комп, 2 монитора, современное ПО под Ваши личные требования</li> <li>Чай, кофе, печеньки и другие сладости всегда в наличии в оборудованной кухне</li> <li>Индивидуальный график работы – Вы сами выбираете, когда Вам удобнее работать, обедать и отдыхать</li> <li>Возможность работы удаленно‚ если на то есть временные причины и обстоятельства</li> <li>Оплата мобильной связи – корпоративный тариф</li> <li>Абонемент в фитнес-клуб и другие бонусы.</li> </ul> <p><strong>Ключевые навыки</strong></p> <p>JavaScript, HTML, CSS, Bootstrap, ООП, вёрстка сайтов, React, Vue.</p> <p> </p>","CSS3
jQuery
HTML
CSS",noExperience,False,INTRID web-studio,50000.0,70000.0,True,RUR,Воронеж,2022-05-25T11:32:11+0300
Разработчик C#,"<p>В молодую и дружную команду ищется специалист для разработки сервисов обработки и передачи данных в систему графики реального времени vizrt и Unity. Наши заказчики крупные федеральные телеканалы и госкорпорации.</p> <p><strong>Среди задач:</strong></p> <ul> <li> <p>Разработка и поддержка HTTP &amp; TCP-Socket серверов и Windows служб.</p> </li> <li> <p>Разработка и поддержка контейнеризированных приложений.</p> </li> <li> <p>Работа с СУБД Oracle &amp; PostgreSQL</p> </li> </ul> <p><em>Рассматриваем как состоявшихся специалистов, так и новичков, готовых обучаться</em></p> <p><strong>Требования к соискателю:</strong></p> <ul> <li> <p>Опыт коммерческой разработки C# приложений не менее года</p> </li> <li> <p>Опыт работы с СУБД Oracle \ PostgreSQL</p> </li> </ul> <p><strong>Приветствуется:</strong></p> <ul> <li> <p>Опыт конфигурирования NGINX</p> </li> <li> <p>Коммерческий опыт использования и конфигурирования Docker &amp; Docker compose</p> </li> <li> <p>Знание \ опыт разработки на Golang</p> </li> <li> <p>Работа \ опыт конфигурирования PostgreSQL</p> </li> <li> <p>Опыт использования или администрирования Linux систем</p> </li> </ul> <p>Гонорар обсуждается с соискателем после успешного выполнения тестового задания и по результатам собеседования.</p> <p><strong>Личные качества:</strong></p> <ul> <li>Самостоятельность, ответственность, аккуратность в работе</li> <li>Способность работать качественно в условиях ограниченного времени</li> <li>Умение работать в команде, коммуникабельность</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в крупнейшей студии на рынке телевизионной графики</li> <li>Конкурентоспособная заработная плата с возможностью роста и дополнительного заработка на проектах студии</li> <li>Москва</li> <li>График работы 5/2</li> <li>Оплачиваемый отпуск и больничный</li> </ul>","Linux
PostgreSQL
Docker
ORACLE
Docker-compose
C#
TCP-socket
Nginx
Golang
HTTP",between1And3,False,"Богданова Антонина, Представитель компании ООО Единая Медиа Группа",120000.0,160000.0,False,RUR,Москва,2022-05-25T12:52:51+0300
PHP developer (Laravel),"<p>Мы, команда AB.Digital, строим продукты/проекты для различных сегментов рынка. Наши клиенты это топы банковского сегмента и ретейлинга. Сейчас, в нашу кросс функциональную команду, мы активно разыскиваем PHP разработчика, который не боится сложных задач.</p> <p><strong>Чем надо будет заниматься:</strong></p> <ul> <li> <p>Проектировать и разрабатывать архитектуру;</p> </li> <li> <p>Анализировать и оптимизировать существующий код;</p> </li> <li> <p>Взаимодействие с проджект менеджером;</p> </li> <li> <p>Поддержка и создание нового функционала;</p> </li> <li> <p>Изучение документации;</p> </li> </ul> <p><strong>Необходимые навыки:</strong></p> <ul> <li> <p>Стек: PHP 7 (Laravel); PostgreSQL или Oracle, RabbitMQ, Redis;</p> </li> <li> <p>Git на соответствующем уровне;</p> </li> <li> <p>Умение разбираться с чужим кодом и быстро включаться в процесс;</p> </li> <li> <p>Знание русского языка.</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Адекватную и правильную команду и рабочие процессы;</p> </li> <li> <p>Дружный и профессиональный коллектив;</p> </li> <li> <p>Масштабные и интересные проекты;</p> </li> <li> <p>Официальное трудоустройство с соблюдением ТК РУз и белую зарплату;</p> </li> <li> <p>Офис в центре города (метро Минор);</p> </li> <li> <p>Корпоративы, развлечения, Sony Playstation.</p> </li> </ul> <ul> </ul>","Git
Redis
MySQL
PostgreSQL
Unit Testing
Работа с базами данных
Linux
ООП
JavaScript
PHP
Грамотная речь
Работа в команде",between1And3,False,т.м AB.Digital (ООО Bazis Digital),5000000.0,10000000.0,False,UZS,Ташкент,2022-05-26T09:18:22+0300
Региональный координатор (аналитик отдела продаж),"<p><strong>BELUGA GROUP</strong> – это крупнейшая алкогольная компания в России, лидер по производству водки и ликеро-водочных изделий на этом рынке, а также один из главных импортеров крепкого алкоголя в стране. Наши бренды – это Водка BELUGA, Мягков, Беленькая, Русский Лед, и др., Виски Fox&amp;Dogs, Grant&#39;s, Glenfiddich и др., Коньяк Camus, Бренди Torres, Vecchia Romagna и др. бренды.</p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Работу в стабильном, динамично развивающемся крупном Холдинге.</li> <li>Официальное трудоустройство, полностью &quot;белую&quot; заработную плату.</li> <li>График 5/2 с 09:00 до 18:00ч.; суббота, воскресенье - выходные дни.</li> <li>Обучение, профессиональное развитие, возможность карьерного роста.</li> <li>Корпоративные подарки от компании.</li> <li>Мед.осмотр за счет работодателя.</li> <li>Адрес рабочего места: ул.Рукавишникова, д.10А (Центральный район).</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Получение, обработка заказов от торговых сетей, предоставление обратной связи клиенту (электронный документооборот).</p> </li> <li> <p>Внесение и запуск на согласование заявок на прогрузку скидок.</p> </li> <li> <p>Проверка цен в заказе, проверка прогрузки скидки и установки цен на складе отгрузки.</p> </li> <li> <p>Осуществляет оперативный анализ хода продаж в разрезе торговых сетей.</p> </li> <li> <p>Заведение и запуск контрактов, обработка задач по контрактам.</p> </li> <li> <p>Коммуникация с партнерами по проведению трейд-маркетинговых мероприятий, контроль запуска и проведения трейд-маркетинговых мероприятий.</p> </li> <li> <p>Контроль отгрузки объемов по строкам через дистрибьютора, торговые сети.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы аналитиком / экономистом / координатором отдела продаж.</li> <li>Хорошее знание программы Excel (расчеты по формулам, работа с функциями, сводными таблицами), знание 1С.</li> <li>Личные качества: аналитический склад ума, ответственность, внимательность, коммуникабельность, желание расти и развиваться, нацеленность на результат, умение и стремление работать в команде.</li> </ul> <p><strong>Ждем ваше резюме</strong> (приглашение на собеседование будет осуществляться по итогам рассмотрения резюме).</p> <p>СТАНОВИСЬ ЛИДЕРОМ ВМЕСТЕ С «BELUGA GROUP» И РАЗДЕЛИ НАШ УСПЕХ!</p>","Работа с большим объемом информации
Аналитическое мышление
1С: Предприятие 8
Excel",between1And3,False,BELUGA GROUP,35000.0,35000.0,False,RUR,Кемерово,2022-05-27T13:19:17+0300
Дизайнер,"<p>Частному предприятию &quot;Сальвина&quot;, изготовителю печатей и штампов, требуется дизайнер на время летнего отпускного периода (июнь, июль, август) с перспективой дальнейшего трудоустройства на постоянной основе.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка макетов печатей и штампов, отрисовка логотипов и графических элементов</li> <li>Изготовление клише печатей и штампов по подготовленным и согласованным макетам</li> </ul> <strong>Требования:</strong> <ul> <li>Общительность, вежливость, клиентоориентированный подход к работе</li> <li>Внимательность, аккуратность, грамотность, способность работать с большим объемом информации</li> <li>Ответственность, исполнительность, пунктуальность, легко обучаемость</li> <li>Уверенный пользователь CorelDRAW</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в офисе с 9.00 до 18.00 (обед час)</li> <li>Офис в центре города (площадь Свободы)</li> </ul>","CorelDRAW
Пользователь ПК
Грамотная речь
Графический дизайн",noExperience,False,Сальвина,800.0,900.0,False,BYR,Минск,2022-05-30T09:48:11+0300
Системный администратор,"<strong>Обязанности:</strong> <ul> <li>Обслуживание инфраструктуры компании;<br />• Учет, диагностика и решение проблем с оборудованием;<br />• Работа с заявками пользователей;<br />• Техническая и программная поддержка пользователей;<br />• Обучение сотрудников использованию сервисов компании;<br />• Мелкосрочный ремонт оргтехники;<br />• Установки и обслуживание офисного программного обеспечения, пользовательских операционных систем , прикладного программного обеспечения (1С или аналогичных программ), периферийных устройств</li> </ul> <strong>Требования:</strong> <ul> <li>Среднее специальное образование</li> </ul> <strong>Условия:</strong> <ul> <li>Рабочий день с 08.00 до 17.00</li> </ul>","Техническое обслуживание
Работа с оргтехникой
Техническая поддержка
Установка и настройка ПО
1C: Предприятие
Офисные программы
Умение работать в условиях многозадачности",between1And3,False,"ГЦСС, ФГУП",30000.0,40000.0,False,RUR,Омск,2022-05-30T11:03:14+0300
Системный администратор,"<strong>Обязанности:</strong> <ul> <li>Администрирование серверов и рабочих станций windows</li> <li>Администрирование mikrotik, ubiqity</li> <li>Анализ доступных технологий на рынке и подготовка предложений по их внедрению</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление, согласно ТК РФ</li> <li>Отпуск 52 дня</li> <li>Оплата проезда в отпуск 1 раз в 2 года</li> <li>пятидневная рабочая неделя, рабочее время с 9:00 до 18:00</li> <li>редкие командировки</li> </ul>","OpenOffice
MS Windows
Высшее образование
Готовность к командировкам
Работа в условиях многозадачности
Стрессоустойчивость",between1And3,False,Сибирский горно-металлургический альянс,83000.0,109000.0,False,RUR,Петропавловск-Камчатский,2022-06-01T02:13:29+0300
Middle QA Engineer,"<p><strong>Кто мы?</strong></p> <ul> <li> <p><strong>ROGII </strong>– международная IT-компания, разрабатывающая собственные уникальные продукты для нефтегазовой индустрии (серверные, десктопные и мобильные приложения);</p> </li> <li> <p>Офисы в России, Европе, США, Канаде, странах Южной Америки, на Ближнем Востоке, в Австралии;</p> </li> <li> <p>Более 300 клиентов за рубежом включая BP, Shell, Repsol, Total, Marathon, OXY, Wintershall, Saudi Aramco и др.</p> </li> <li> <p>В команде работают профессионалы с опытом 5+ лет, используются передовые IT-решения (облачные технологии, bigdata массивы, технологии машинного обучения, 3D визуализация).</p> </li> </ul> <p><strong>Приглашаем в нашу команду Manual QA Engineer!</strong></p> <p><strong>За что нужно будет отвечать: </strong></p> <ul> <li> <p>Тестирование программного обеспечения (web, desktop);</p> </li> <li> <p>Участие в разработке сценариев тестирования;</p> </li> <li> <p>Создание и поддержание тестовой документации;</p> </li> <li> <p>Подготовка отчетов по результатам тестирования;</p> </li> <li> <p>Регрессионное тестирование.</p> </li> </ul> <p><strong>Что тебе для этого нужно:</strong></p> <ul> <li>Работа в команде;</li> <li>Опыт в тестировании API;</li> <li>Знание баг-трекинговых систем;</li> <li>Умение четко и ясно излагать свои мысли;</li> <li>Понимание процесса разработки и тестирования;</li> <li>Знание основных практик тест-дизайна;</li> <li>Работа с developer tools.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт работы с CI;</li> <li>Опыт работы с Postman;</li> <li>Готовность и желание изучать новые технологии;</li> <li>Английский язык (за разговорный - плюс в карму).</li> </ul> <p><strong>Что мы готовы предложить:</strong></p> <ul> <li> <p>Официальное трудоустройство на контрактной основе в международную компанию;</p> </li> <li> <p>Гибкий рабочий график с возможностью работать удаленно;</p> </li> <li> <p>Конкурентная заработная плата (также практикуем performance review - пересмотр зп по итогам работы и развития);</p> </li> <li> <p>Обеспечение всей необходимой рабочей техникой и периферией;</p> </li> <li> <p>Профессиональная реализация в мощной команде разработчиков и QA специалистов, а именно возможность создавать передовые и уникальные технологии для нефтегазовой сферы;</p> </li> <li> <p>Возможность развития знаний и скиллов, участие в профильных семинарах, тренингах и конференциях за счет компании.</p> </li> </ul>","Тестирование API
Регрессионное тестирование
Postman
Работа в команде
Английский язык",between1And3,False,РОДЖИИ ЕВРОПА,1600.0,2400.0,False,USD,Алматы,2022-06-02T13:19:17+0300
